CONTROL,RMOV,XCOND,XCOOP,XCOST,XHEAD,XINUS,XPER,XREL,XTEN,XUNIT,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'199170978187',2,'-6','-6','-6','-6','-9',-6,'-6','-6','4','2','-9','-9','-9','1','-9'
'199170978484',1,'2','-6','2','2','-9',2,'1','1','3','1','-9','-9','-9','-9','-9'
'199170978781',1,'3','-6','1','1','-9',2,'-6','1','3','1','-9','-9','-9','-9','-9'
'199170978781',2,'2','-6','3','2','-9',7,'1','1','1','2','-9','-9','-9','-9','-9'
'199178810245',1,'-8','-6','-7','-8','-9',-8,'-6','2','-8','1','-9','1','-9','-9','-9'
'199178830444',1,'4','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'199180920149',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199182770146',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'199182850443',1,'-8','-6','-7','-8','-9',-8,'-6','2','-8','1','-9','1','-9','-9','-9'
'199192688983',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'199192750346',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199193769286',1,'3','-6','-7','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'199194930148',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199195810145',1,'3','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'199199960248',1,'3','-6','3','1','-9',2,'-6','2','3','1','-9','-9','-9','-9','-9'
'199199960842',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'199200870443',1,'3','-6','2','2','-9',4,'1','1','2','1','-9','-9','-9','-9','-9'
'199201970142',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'199201970548',1,'3','-6','1','1','-9',4,'-6','2','3','1','-9','-9','-9','-9','-9'
'199207838789',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'199207918086',1,'3','-6','2','2','-9',4,'2','2','3','1','-9','-9','-9','-9','-9'
'199207918086',2,'3','-6','2','2','-9',4,'2','2','3','2','-9','-9','-9','-9','-9'
'199207919480',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199211850649',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'199219970441',1,'2','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'199219970441',2,'2','-6','3','2','-9',-7,'1','2','-7','2','-9','1','-9','-9','-9'
'199225969580',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'199225969689',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'199237808185',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'199237808482',1,'3','-6','3','2','-9',4,'1','1','3','1','-9','-9','-9','-9','-9'
'199237808482',2,'3','-6','3','2','-9',4,'1','2','1','2','-9','-9','-9','-9','-9'
'199238860445',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'199238940440',1,'2','-6','3','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'199243748089',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'199243920247',1,'3','-6','3','2','-9',-7,'2','2','1','1','-9','-9','-9','-9','-9'
'199244890448',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'199245788588',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199245860148',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'199248860148',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'199252608682',1,'2','-6','1','1','-9',3,'-6','1','3','1','-9','-9','-9','-9','-9'
'199252900243',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199253788984',1,'3','-6','1','1','-9',2,'-6','1','3','1','-9','-9','-9','-9','-9'
'199253789081',1,'3','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'199253789081',2,'3','-6','1','1','-9',4,'-6','3','1','2','-9','-9','-9','-9','-9'
'199253860247',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'199254810442',1,'3','-6','2','1','-9',3,'-6','1','3','1','-9','-9','-9','-9','-9'
'199258793154',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'199260840345',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'199261940440',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'199266898483',1,'4','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'199270920248',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'199277920345',1,'2','-6','-7','2','-9',3,'2','1','1','1','-9','-9','-9','-9','-9'
'199281860244',1,'3','-6','3','2','-9',5,'1','3','1','1','-9','-9','-9','-9','-9'
'199281940242',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'199281940244',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199285850546',1,'2','-6','1','1','-9',4,'-6','3','1','1','-9','-9','-9','-9','-9'
'199285850546',2,'3','-6','1','1','-9',6,'-6','3','1','2','-9','-9','-9','-9','-9'
'199289940148',1,'2','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199292920245',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'199294930349',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'199300950348',1,'3','-6','2','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'199306810243',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'199312990247',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199314840343',1,'2','-6','3','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'199319818089',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'199320880441',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'199321860346',1,'3','-6','3','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'199324580840',1,'3','-6','1','2','-9',2,'2','3','1','1','-9','-9','-9','-9','-9'
'199334770344',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199335780442',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'199335860442',1,'2','-6','1','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'199335949682',1,'3','-6','2','1','-9',2,'-6','1','3','1','-9','-9','-9','-9','-9'
'199336980342',1,'3','-6','1','1','-9',6,'-6','3','1','1','-9','-9','-9','-9','-9'
'199338600543',1,'4','-6','3','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'199343788786',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199343789180',1,'3','-6','1','1','-9',2,'-6','1','3','1','-9','-9','-9','-9','-9'
'199343940346',1,'2','-6','3','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'199345810644',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'199351980540',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199354780145',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'199354860442',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'199356968189',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199357800341',1,'3','-6','1','1','-9',3,'-6','3','1','1','-9','-9','-9','-9','-9'
'199362978182',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'199363990242',1,'3','-6','-7','2','-9',5,'1','3','1','1','-9','-9','-9','-9','-9'
'199363990242',2,'3','-6','1','2','-9',8,'1','2','1','2','-9','-9','-9','-9','-9'
'199367740145',1,'3','-6','3','1','-9',1,'-6','2','3','1','-9','-9','-9','-9','1'
'199367829088',1,'3','-6','3','2','-9',5,'-7','1','1','1','-9','-9','-9','-9','-9'
'199377960148',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'199381750348',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199382900345',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'199383818680',1,'3','-6','1','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'199388958988',1,'4','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'199389858583',1,'4','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'199389858583',2,'3','-6','2','1','-9',3,'-6','2','1','2','-9','-9','-9','-9','-9'
'199396940449',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'199396970144',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'199408918281',1,'3','-6','-7','2','-9',2,'2','3','1','1','-9','-9','-9','-9','-9'
'199409700246',1,'3','-6','1','2','-9',4,'1','3','1','1','-9','-9','-9','-9','-9'
'199409700246',2,'3','-6','1','2','-9',5,'1','3','1','2','-9','-9','-9','-9','-9'
'199413780248',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'199413940248',1,'3','-6','3','2','-9',3,'1','2','1','1','-9','-9','-9','-9','-9'
'199421750341',1,'3','-6','1','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'199424430148',1,'4','-6','3','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'199433910342',1,'3','-6','1','-9','-9',-7,'-6','3','1','1','-9','-9','-9','1','-9'
'199439940347',1,'3','-6','-7','1','-9',4,'-6','2','3','1','-9','-9','-9','-9','-9'
'199440930245',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'199443750341',1,'3','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'199454950348',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'199465930445',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'199472960941',1,'3','-6','3','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'199475800447',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'199477900443',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'199479840344',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'199482880345',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199482920149',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'199482960345',1,'2','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199483970246',1,'2','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'199494950143',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'199494958286',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199494958989',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199494970547',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'199494970844',1,'3','-6','1','2','-9',6,'1','2','1','1','-9','-9','-9','-9','-9'
'199497760247',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'199497910440',1,'3','-6','3','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'199498880745',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'199499870143',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'199499950440',1,'3','-6','1','2','-9',7,'1','1','1','1','-9','-9','-9','-9','-9'
'199503960140',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'199504910147',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'199504919981',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'199506860246',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'199508990240',1,'2','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199511980348',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'199513800240',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'199513800349',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'199518600441',1,'3','-6','3','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'199518770244',1,'3','-6','3','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'199521910346',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199525870342',1,'3','-6','1','1','-9',2,'-6','1','3','1','-9','-9','-9','-9','-9'
'199529830343',1,'3','-6','1','1','-9',1,'-6','1','3','1','-9','-9','-9','-9','1'
'199529831143',1,'3','-6','2','1','-9',2,'-6','1','3','1','-9','-9','-9','-9','-9'
'199536990246',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199538800446',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'199538980446',1,'2','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199538980446',2,'2','-6','2','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'199544990148',1,'3','-6','2','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'199544990445',1,'4','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'199551708082',1,'3','-6','2','2','-9',5,'1','1','3','1','-9','-9','-9','-9','-9'
'199551960345',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'199551960345',2,'3','-6','2','1','-9',3,'-6','1','1','2','-9','-9','-9','-9','-9'
'199555708280',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'199555708389',1,'3','-6','3','1','-9',5,'-6','3','1','1','-9','-9','-9','-9','-9'
'199558858385',1,'3','-6','2','1','-9',5,'-6','3','1','1','-9','-9','-9','-9','-9'
'199558858682',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'199558858682',2,'3','-6','-7','1','-9',4,'-6','2','1','2','-9','-9','-9','-9','-9'
'199558858682',3,'3','-6','1','1','-9',1,'-6','2','1','3','-9','1','-9','-9','1'
'199559960443',1,'3','-6','2','1','-9',4,'-6','3','1','1','-9','-9','-9','-9','-9'
'199566808184',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'199569940442',1,'-8','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'199572550449',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199583620449',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'199583793253',1,'3','-6','-7','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'199590698985',1,'3','-6','2','1','-9',2,'-6','1','3','1','-9','-9','-9','-9','-9'
'199590920348',1,'3','-6','1','2','-9',3,'1','2','1','1','-9','-9','-9','-9','-9'
'199593840447',1,'3','-6','2','2','-9',-7,'1','2','1','1','-9','-9','-9','1','-9'
'199597470747',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'199599918987',1,'3','-6','1','2','-9',3,'2','2','1','1','-9','-9','-9','-9','-9'
'199599918987',2,'3','-6','1','1','-9',2,'-6','1','1','2','-9','-9','-9','-9','-9'
'199600960345',1,'2','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'199604860343',1,'3','-6','1','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'199607778580',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199607830448',1,'4','-6','-7','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'199607930140',1,'2','-6','1','2','-9',4,'1','2','3','1','-9','-9','-9','-9','-9'
'199608890447',1,'3','-6','3','2','-9',2,'1','2','2','1','-9','-9','-9','-9','-9'
'199608910245',1,'3','-6','2','1','-9',4,'-6','1','3','1','-9','-9','-9','-9','-9'
'199610930142',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199615990443',1,'3','-6','1','1','-9',5,'-6','2','3','1','-9','-9','-9','-9','-9'
'199617730143',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'199617730143',2,'2','-6','2','2','-9',3,'1','2','1','2','-9','-9','-9','-9','-9'
'199619915286',1,'3','-6','1','2','-9',2,'2','2','1','1','-9','-9','-9','-9','-9'
'199619918280',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'199619918686',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'199619919783',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'199620830244',1,'3','-6','3','1','-9',2,'-6','2','3','1','-9','-9','-9','-9','-9'
'199620860245',1,'3','-6','3','1','-9',3,'-6','2','3','1','-9','-9','-9','-9','-9'
'199623750249',1,'3','-6','3','1','-9',2,'-6','3','1','1','-9','-9','-9','-9','-9'
'199625910145',1,'3','-6','1','1','-9',3,'-6','1','3','1','-9','-9','-9','-9','-9'
'199630750146',1,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','-9','1','-9','1','-9'
'199630750443',1,'3','-6','1','1','-9',8,'-6','2','1','1','-9','-9','-9','-9','-9'
'199630830443',1,'2','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'199630900148',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199633920349',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'199637990149',1,'4','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'199638858187',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199638938484',1,'3','-6','2','1','-9',7,'-6','2','2','1','-9','-9','-9','-9','-9'
'199638960348',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199641909989',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'199644990441',1,'2','-6','2','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'199653910240',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199659810444',1,'3','-6','3','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'199659810444',2,'3','-6','3','2','-9',5,'2','2','1','2','-9','-9','-9','-9','-9'
'199659950448',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'199659990147',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199661960244',1,'3','-6','2','2','-9',6,'1','1','1','1','-9','-9','-9','-9','-9'
'199662830448',1,'2','-6','3','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'199662960743',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'199663958780',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'199664750344',1,'2','-6','1','1','-9',5,'-6','2','3','1','-9','-9','-9','-9','-9'
'199676800346',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'199680978281',1,'3','-6','2','1','-9',1,'-6','2','3','1','-9','-9','-9','-9','1'
'199681840341',1,'2','-6','3','1','-9',4,'-6','3','1','1','-9','-9','-9','-9','-9'
'199681840341',2,'3','-6','1','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'199681848187',1,'3','-6','1','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'199699880347',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'199700840346',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'199701950147',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'199706860144',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199706860441',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'199711970443',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'199716930148',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'199717828285',1,'3','-6','2','1','-9',3,'-6','2','3','1','-9','-9','-9','-9','-9'
'199717829085',1,'3','-6','1','2','-9',2,'2','1','1','1','-9','-9','-9','-9','-9'
'199726720441',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199743430544',1,'3','-6','2','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'199743930348',1,'3','-6','3','2','-9',4,'2','2','2','1','-9','-9','-9','-9','-9'
'199757740144',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'199757740441',1,'3','-6','1','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'199757748287',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199759978180',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'199767920441',1,'3','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'199780648288',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199780648585',1,'3','-6','3','2','-9',4,'1','2','1','1','-9','-9','-9','-9','-9'
'199793970243',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'199799840147',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'199807940347',1,'3','-6','3','1','-9',2,'-6','2','3','1','-9','-9','-9','-9','-9'
'199809810642',1,'3','-6','1','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'199812930143',1,'2','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199813970246',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'199819850247',1,'3','-6','2','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'199820940447',1,'3','-6','-7','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'199825940244',1,'3','-6','1','-7','-9',-7,'-6','3','1','1','-9','-9','-9','-9','-9'
'199827808284',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'199831638283',1,'3','-6','1','1','-9',6,'-6','3','1','1','-9','-9','-9','-9','-9'
'199831700349',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199831708789',1,'2','-6','3','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'199831888789',1,'3','-6','1','1','-9',4,'-6','3','3','1','-9','-9','-9','-9','-9'
'199831960240',1,'3','-6','3','1','-9',3,'-6','1','3','1','-9','-9','-9','-9','-9'
'199831960240',2,'3','-6','2','1','-9',1,'-6','2','3','2','-9','-9','-9','-9','1'
'199831960349',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'199833758682',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199833830242',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'199836890142',1,'3','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
